position,name,url,rating,rating_count,industry_location,reviews,salaries,interviews,jobs,benefits,photos,highly_rated_for,critically_rated_for
13,Temenos,https://www.ambitionbox.com/overview/temenos-overview,3.1,(929),Software Product | Chennai +9 other locations,929,8.4k,89,26,60,12,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
14,H.G. Infra Engineering,https://www.ambitionbox.com/overview/h-dot-g-dot-infra-engineering-overview,4.1,(931),Engineering & Construction | Jaipur +87 other locations,931,2.7k,88,12,96,3,"Salary & Benefits, Skill Development / Learning, Company Culture",
15,Aircel,https://www.ambitionbox.com/overview/aircel-overview,4.4,(913),Telecom | New Delhi +114 other locations,913,1.3k,8,--,154,--,"Company Culture, Work Life Balance, Work Satisfaction",
16,JW Marriott,https://www.ambitionbox.com/overview/jw-marriott-overview,4.1,(915),Hospitality | Mumbai +42 other locations,915,2k,43,--,162,--,"Job Security, Skill Development / Learning, Company Culture",
17,MAHLE ANAND Filter Systems,https://www.ambitionbox.com/overview/mahle-filter-systems-overview,3.9,(917),Auto Components | Pune +29 other locations,917,3.1k,30,--,124,2,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
18,Gmmco,https://www.ambitionbox.com/overview/gmmco-overview,4.1,(920),Industrial Machinery | Chennai +85 other locations,920,2.7k,43,--,121,1,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal
19,Hindustan Zinc,https://www.ambitionbox.com/overview/hindustan-zinc-limited-overview,3.7,(913),Metals & Mining | Udaipur +30 other locations,913,4.1k,47,--,110,1,Salary & Benefits,"Company Culture, Work Life Balance, Promotions / Appraisal"
20,Petrofac,https://www.ambitionbox.com/overview/petrofac-overview,4.3,(908),Oil & Gas | Chennai +40 other locations,908,2.4k,42,6,117,5,"Salary & Benefits, Work Life Balance, Company Culture",
1,Spandana Sphoorty Financial,https://www.ambitionbox.com/overview/spandana-sphoorty-financial-ltd-overview,3.8,(918),NBFC | Hyderabad / Secunderabad +273 other locations,918,2.2k,41,2,83,6,,
2,Indira IVF Hospital,https://www.ambitionbox.com/overview/indira-ivf-hospital-overview,3.9,(922),Mumbai +95 other locations,922,2.6k,49,64,80,7,Skill Development / Learning,Promotions / Appraisal
3,Hikal,https://www.ambitionbox.com/overview/hikal-overview,3.8,(912),Pharma | Bangalore / Bengaluru +22 other locations,912,4.3k,62,83,94,4,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
4,Vedanta Aluminium,https://www.ambitionbox.com/overview/vedanta-aluminium-limited-overview,3.9,(913),Metals & Mining | Jharsuguda +37 other locations,913,4.3k,53,--,118,9,"Job Security, Salary & Benefits","Work Satisfaction, Promotions / Appraisal"
5,TradeIndia (Infocom Network Private Limited),https://www.ambitionbox.com/overview/tradeindia-dot-com-overview,3.3,(918),Internet | New Delhi +41 other locations,918,4.3k,77,43,68,43,,"Promotions / Appraisal, Work Satisfaction, Job Security"
6,Aspire Systems,https://www.ambitionbox.com/overview/aspire-systems-overview,3.8,(917),IT Services & Consulting | Chennai +22 other locations,917,8.7k,121,95,95,--,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
7,Sri Chaitanya Techno Schools,https://www.ambitionbox.com/overview/sri-chaitanya-techno-schools-overview,3.7,(918),Bangalore / Bengaluru +137 other locations,918,3.1k,60,--,1,1,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
8,Metropolis Healthcare,https://www.ambitionbox.com/overview/metropolis-healthcare-overview,4.0,(902),Healthcare | Mumbai +88 other locations,902,3.3k,52,18,73,3,"Skill Development / Learning, Work Life Balance, Job Security",Promotions / Appraisal
9,MakeMyTrip,https://www.ambitionbox.com/overview/makemytrip-overview,3.6,(913),Internet | Gurgaon / Gurugram +42 other locations,913,6.6k,129,11,102,11,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
10,Zetwerk,https://www.ambitionbox.com/overview/zetwerk-overview,4.0,(912),Internet | Bangalore / Bengaluru +102 other locations,912,3.4k,95,31,63,150,"Salary & Benefits, Company Culture, Work Life Balance","Job Security, Promotions / Appraisal"
11,Dana Anand,https://www.ambitionbox.com/overview/spicer-india-overview,4.1,(910),Auto Components | Pune +45 other locations,910,2.8k,46,--,138,4,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal
12,CarDekho Group,https://www.ambitionbox.com/overview/cardekhocom-overview,3.7,(907),Internet | Gurgaon / Gurugram +76 other locations,907,4.7k,77,16,115,34,,"Promotions / Appraisal, Job Security"
13,Meril,https://www.ambitionbox.com/overview/meril-life-sciences-overview,3.7,(911),Pharma | Vapi +68 other locations,911,4k,63,16,78,37,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
14,SitusAMC,https://www.ambitionbox.com/overview/situsamc-overview,3.3,(899),Software Product | Bangalore / Bengaluru +19 other locations,899,4.7k,68,--,47,2,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
15,Thermo Fisher Scientific,https://www.ambitionbox.com/overview/thermo-fisher-scientific-overview,3.8,(896),Biotechnology | Bangalore / Bengaluru +31 other locations,896,5.6k,91,3,99,1,"Work Life Balance, Job Security",Promotions / Appraisal
16,NetAmbit,https://www.ambitionbox.com/overview/netambit-overview,3.6,(911),BPO | Noida +111 other locations,911,2.9k,94,6,39,5,,"Job Security, Promotions / Appraisal, Company Culture"
17,eClinicalWorks,https://www.ambitionbox.com/overview/eclinicalworks-overview,3.8,(900),Software Product | Mumbai +16 other locations,900,4.8k,73,7,177,1,"Job Security, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
18,CNH Industrial,https://www.ambitionbox.com/overview/cnh-industrial-overview,3.7,(902),Automobile | Gurgaon / Gurugram +63 other locations,902,3.7k,67,7,92,31,,"Promotions / Appraisal, Work Satisfaction, Job Security"
19,TechnipFMC,https://www.ambitionbox.com/overview/technip-overview,4.0,(898),Industrial Machinery | Hyderabad / Secunderabad +43 other locations,898,4.8k,74,123,113,--,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
20,Prism Johnson,https://www.ambitionbox.com/overview/prism-johnson-overview,3.8,(892),Building Material | Mumbai +132 other locations,892,3.9k,56,--,68,3,,Promotions / Appraisal
1,Amara Raja Group,https://www.ambitionbox.com/overview/amara-raja-group-overview,4.2,(898),Auto Components | Tirupati +69 other locations,898,3.3k,71,--,111,--,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
2,Jubilant Pharmova,https://www.ambitionbox.com/overview/jubilant-pharmova-overview,3.8,(888),Pharma | Noida +59 other locations,888,3.4k,58,15,118,5,,Promotions / Appraisal
3,Tikona Infinet,https://www.ambitionbox.com/overview/tikona-infinet-overview,3.6,(893),Telecom | Mumbai +45 other locations,893,2.7k,32,8,90,1,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
4,Aparna Constructions and Estates,https://www.ambitionbox.com/overview/aparna-constructions-and-estates-overview,4.0,(901),Real Estate | Hyderabad / Secunderabad +21 other locations,901,3.5k,94,40,97,23,"Job Security, Skill Development / Learning",
5,Nilkamal,https://www.ambitionbox.com/overview/nilkamal-overview,3.8,(891),Furniture & Furnishing | Mumbai +102 other locations,891,3.1k,62,12,89,--,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
6,Colgate Palmolive,https://www.ambitionbox.com/overview/colgate-palmolive-overview,4.1,(886),FMCG | Mumbai +106 other locations,886,4k,76,73,124,--,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
7,Uber,https://www.ambitionbox.com/overview/uber-overview,4.2,(893),Internet | Hyderabad / Secunderabad +48 other locations,893,7k,154,--,108,12,"Company Culture, Work Life Balance, Salary & Benefits",
8,Otis Elevator,https://www.ambitionbox.com/overview/otis-elevator-overview,4.0,(895),Bangalore / Bengaluru +67 other locations,895,3.7k,51,32,91,3,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
9,Schaeffler India,https://www.ambitionbox.com/overview/schaeffler-india-overview,4.1,(884),Auto Components | Vadodara +19 other locations,884,4.7k,55,--,117,9,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
10,Pristyn Care,https://www.ambitionbox.com/overview/pristyn-care-overview,3.5,(884),Internet | Gurgaon / Gurugram +31 other locations,884,3.9k,76,9,168,--,,"Work Life Balance, Job Security, Work Satisfaction"
11,Pernod Ricard,https://www.ambitionbox.com/overview/pernod-ricard-overview,3.6,(890),Beverage | Gurgaon / Gurugram +107 other locations,890,4.1k,51,6,118,6,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Job Security"
12,Gannon Dunkerley & Co.,https://www.ambitionbox.com/overview/gannon-dunkerley-overview,3.6,(883),Engineering & Construction | Kolkata +74 other locations,883,2k,38,4,118,2,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
13,Visionet Systems,https://www.ambitionbox.com/overview/visionet-systems-overview,3.2,(892),IT Services & Consulting | Bangalore / Bengaluru +16 other locations,892,5.5k,75,9,96,--,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
14,Nasser S. Al Hajri Corporation,https://www.ambitionbox.com/overview/nasser-s-al-hajri-corporation-overview,3.6,(883),Engineering & Construction | Chennai +52 other locations,883,1.8k,35,--,109,--,Job Security,"Company Culture, Promotions / Appraisal, Work Satisfaction"
15,MG Motor,https://www.ambitionbox.com/overview/mg-motor-overview,3.9,(896),Automobile | Vadodara +85 other locations,896,4.3k,69,7,76,1,,Promotions / Appraisal
16,Kohler,https://www.ambitionbox.com/overview/kohler-overview,3.7,(899),Building Material | Pune +50 other locations,899,4.4k,60,8,86,13,,"Promotions / Appraisal, Job Security, Work Satisfaction"
17,ValueMomentum,https://www.ambitionbox.com/overview/valuemomentum-overview,3.2,(893),IT Services & Consulting | Hyderabad / Secunderabad +11 other locations,893,8.1k,91,36,61,28,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
18,INDO-MIM,https://www.ambitionbox.com/overview/indo-us-mim-tec-overview,4.1,(886),Metals & Mining | Bangalore / Bengaluru +27 other locations,886,3.8k,64,2,125,--,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
19,Air India Sats Airport Services,https://www.ambitionbox.com/overview/air-india-sats-airport-services-overview,3.7,(893),Aviation | New Delhi +39 other locations,893,2.2k,55,6,70,--,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
20,AstraZeneca,https://www.ambitionbox.com/overview/astrazeneca-overview,4.1,(879),Pharma | Chennai +48 other locations,879,6.3k,59,135,169,--,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
1,Allianz Technology,https://www.ambitionbox.com/overview/allianz-technology-overview,4.0,(894),IT Services & Consulting | Pune +13 other locations,894,6.3k,68,3,123,6,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
2,Kendriya Vidyalaya Sangathan,https://www.ambitionbox.com/overview/kendriya-vidyalaya-sangathan-overview,4.3,(885),Education & Training | New Delhi +225 other locations,885,1.5k,58,--,64,3,"Skill Development / Learning, Work Life Balance, Company Culture","Job Security, Promotions / Appraisal"
3,Aarvi Encon,https://www.ambitionbox.com/overview/aarvi-encon-overview,3.9,(890),Recruitment | Mumbai +114 other locations,890,2.7k,67,1,71,4,,"Promotions / Appraisal, Job Security"
4,Secure Meters,https://www.ambitionbox.com/overview/secure-meters-overview,4.0,(882),Electronics Manufacturing | Udaipur +68 other locations,882,4.2k,73,36,113,8,"Company Culture, Job Security, Work Life Balance",
5,VeeTechnologies,https://www.ambitionbox.com/overview/veetechnologies-overview,3.7,(885),IT Services & Consulting | Bangalore / Bengaluru +38 other locations,885,4.4k,91,109,82,--,Job Security,"Promotions / Appraisal, Salary & Benefits"
6,Vistaar Finance,https://www.ambitionbox.com/overview/vistaar-finance-overview,4.0,(876),NBFC | Bangalore / Bengaluru +182 other locations,876,2k,27,13,140,4,"Salary & Benefits, Company Culture, Work Life Balance",
7,Pizza Hut,https://www.ambitionbox.com/overview/pizza-hut-overview,3.9,(874),Hospitality | New Delhi +123 other locations,874,1.9k,44,--,86,17,"Skill Development / Learning, Job Security",
8,Lakshmi Machine Works,https://www.ambitionbox.com/overview/lakshmi-machine-works-overview,3.9,(868),Industrial Machinery | Coimbatore +27 other locations,868,3.9k,56,1,72,3,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
9,BGR Energy Systems,https://www.ambitionbox.com/overview/bgr-energy-systems-overview,3.7,(874),Engineering & Construction | Chennai +52 other locations,874,3.4k,45,--,125,--,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
10,Lavender Technology,https://www.ambitionbox.com/overview/lavender-technology-overview,4.9,(867),IT Services & Consulting | Bangalore / Bengaluru +8 other locations,867,15,4,--,53,3,"Company Culture, Work Life Balance, Promotions / Appraisal",
11,Troikaa Pharmaceuticals,https://www.ambitionbox.com/overview/troikaa-pharmaceuticals-overview,3.6,(875),Ahmedabad +77 other locations,875,3.3k,57,2,87,2,Salary & Benefits,"Company Culture, Job Security, Work Satisfaction"
12,Barclays Global Service Centre,https://www.ambitionbox.com/overview/barclays-global-service-centre-overview,3.9,(866),IT Services & Consulting | Pune +13 other locations,866,7k,88,--,155,--,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
13,Hathway,https://www.ambitionbox.com/overview/hathway-overview,3.5,(868),Broadcasting | Mumbai +53 other locations,868,3.4k,43,10,80,--,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
14,Lemon Tree Hotels,https://www.ambitionbox.com/overview/lemon-tree-hotels-overview,4.1,(872),Hospitality | New Delhi +70 other locations,872,2.6k,50,5,145,5,"Company Culture, Job Security, Skill Development / Learning",
15,Mastek,https://www.ambitionbox.com/overview/mastek-overview,3.6,(876),IT Services & Consulting | Mumbai +21 other locations,876,6.1k,126,13,50,124,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
16,ExcelR,https://www.ambitionbox.com/overview/excelr-solutions-overview,3.4,(889),Education & Training | Bangalore / Bengaluru +23 other locations,889,860,28,15,14,8,,"Promotions / Appraisal, Job Security, Salary & Benefits"
17,Fractal Analytics,https://www.ambitionbox.com/overview/fractal-analytics-overview,4.0,(875),Emerging Technologies | Bangalore / Bengaluru +17 other locations,875,8.1k,213,74,118,14,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
18,Godrej Agrovet,https://www.ambitionbox.com/overview/godrej-agrovet-overview,3.9,(881),Agriculture | Mumbai +127 other locations,881,3k,52,5,84,6,"Job Security, Company Culture",Promotions / Appraisal
19,Cult.fit,https://www.ambitionbox.com/overview/cure-fit-overview,3.6,(874),Fitness & Wellness | Bangalore / Bengaluru +36 other locations,874,4k,70,32,92,10,,"Job Security, Promotions / Appraisal, Work Satisfaction"
20,Perfetti Van Melle,https://www.ambitionbox.com/overview/perfetti-van-melle-overview,4.3,(878),Food Processing | Gurgaon / Gurugram +141 other locations,878,2.6k,33,8,100,2,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
1,HIL Limited,https://www.ambitionbox.com/overview/hil-overview,4.0,(884),Building Material | Hyderabad / Secunderabad +98 other locations,884,2.7k,65,3,72,6,"Job Security, Company Culture, Work Life Balance",
2,Deccan Fine Chemicals,https://www.ambitionbox.com/overview/deccan-fine-chemicals-overview,3.7,(874),Agro Chemicals | Tuni +27 other locations,874,4.3k,86,6,77,--,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
3,Leadec India,https://www.ambitionbox.com/overview/leadec-overview,4.0,(868),Facility Management Services | Pune +65 other locations,868,3.2k,76,30,96,28,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
4,VIP Industries,https://www.ambitionbox.com/overview/vip-industries-overview,3.7,(864),Retail | Mumbai +90 other locations,864,3k,44,6,93,2,,"Promotions / Appraisal, Job Security, Company Culture"
